#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Thu Jun 25 15:11:29 EDT 2026,0,0,BridgeScene, , ,AvatarArmsProperty+ AvatarHeadProperty+ AvatarInstantiatesAngle+ AvatarLegsProperty+ AvatarStringShapeProperty+ BridgeSceneArthurLeftArmMovesWithAvatar+ BridgeSceneArthurProperty+ BridgeSceneGalahadLeftArmMovesWithAvatar+ BridgeSceneGalahadProperty+ BridgeSceneGuardLeftArmMovesWithAvatar+ BridgeSceneGuardProperty+ BridgeSceneInstantiatesAvatar+ BridgeSceneLancelotLeftArmMovesWithAvatar+ BridgeSceneLancelotProperty+ BridgeSceneRobinLeftArmMovesWithAvatar+ BridgeSceneRobinProperty+ TaggedAvatar+ TaggedBridgeScene+ TaggedRotatingLine+ ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarScaleDefined BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmScales BridgeSceneGalahadLeftArmScales BridgeSceneGuardLeftArmScales BridgeSceneLancelotLeftArmScales BridgeSceneRobinLeftArmScales DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LeftLineMovesWithAngle LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RightLineMovesWithAngle RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree TaggedAngle ,
1,Thu Jun 25 15:11:41 EDT 2026,0,0,BridgeSceneScale, , ,AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined+ AvatarStringShapeProperty BridgeSceneArthurHeadScales+ BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales+ BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales+ BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales+ BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales+ BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales+ BridgeSceneRobinProperty TaggedAvatar TaggedBridgeScene TaggedRotatingLine ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LeftLineMovesWithAngle LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RightLineMovesWithAngle RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree TaggedAngle ,
2,Thu Jun 25 15:11:42 EDT 2026,0,0,A1Main, , ,A1MainCallSleep+ A1MainInstantiatesBridgeScene+ AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty TaggedAvatar TaggedBridgeScene TaggedRotatingLine ,A1InterfaceAsType A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LeftLineMovesWithAngle LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RightLineMovesWithAngle RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree TaggedAngle ,
3,Thu Jun 25 15:11:43 EDT 2026,0,0,Angle, , ,A1MainCallSleep A1MainInstantiatesBridgeScene AngleInstantiatesLine+ AngleLeftLineProperty+ AngleMoveDefined+ AngleRightLineProperty+ AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty LeftLineMovesWithAngle+ RightLineMovesWithAngle+ TaggedAngle+ TaggedAvatar TaggedBridgeScene TaggedRotatingLine ,A1InterfaceAsType A1NamedConstants A1NoStarImports A1PublicMethodsOverride DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree ,
4,Thu Jun 25 15:11:45 EDT 2026,0,0,A1Style, , ,A1InterfaceAsType+ A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants+ A1NoStarImports+ A1PublicMethodsOverride+ AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty LeftLineMovesWithAngle RightLineMovesWithAngle TaggedAngle TaggedAvatar TaggedBridgeScene TaggedRotatingLine ,DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree ,
5,Sat Jun 27 17:49:15 EDT 2026,0,0,BridgeScene, , ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty LeftLineMovesWithAngle RightLineMovesWithAngle TaggedAngle TaggedAvatar TaggedBridgeScene TaggedRotatingLine ,DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree ,
6,Sat Jun 27 17:49:15 EDT 2026,0,0,RotatingLine, , ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty DetachedRotatingLineFortyFiveDegree+ DetachedRotatingLineMinusFortyFiveDegree+ LeftLineMovesWithAngle LineAngleEditableProperty+ LineAngleProperty+ LineMoveDefined+ LineRadiusEditableProperty+ LineRadiusProperty+ LineRotateDefined+ LineXEditableProperty+ LineXProperty+ LineYEditableProperty+ LineYProperty+ MovingRotatingLineFortyFiveDegree+ MovingRotatingLineMinusFortyFiveDegree+ RightLineMovesWithAngle RotatingLine180Degree+ RotatingLineFortyFiveDegree+ RotatingLineNinetyDegree+ RotatingLineZeroDegree+ TaggedAngle TaggedAvatar TaggedBridgeScene TaggedRotatingLine , ,
7,Sat Jun 27 17:49:16 EDT 2026,0,0,A1Style, , ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LeftLineMovesWithAngle LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RightLineMovesWithAngle RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree TaggedAngle TaggedAvatar TaggedBridgeScene TaggedRotatingLine , ,
8,Sat Jun 27 17:49:17 EDT 2026,0,0,A1Main, , ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LeftLineMovesWithAngle LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RightLineMovesWithAngle RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree TaggedAngle TaggedAvatar TaggedBridgeScene TaggedRotatingLine , ,
9,Sat Jun 27 17:49:17 EDT 2026,0,0,Angle, , ,A1InterfaceAsType A1MainCallSleep A1MainInstantiatesBridgeScene A1NamedConstants A1NoStarImports A1PublicMethodsOverride AngleInstantiatesLine AngleLeftLineProperty AngleMoveDefined AngleRightLineProperty AvatarArmsProperty AvatarHeadProperty AvatarInstantiatesAngle AvatarLegsProperty AvatarScaleDefined AvatarStringShapeProperty BridgeSceneArthurHeadScales BridgeSceneArthurLeftArmMovesWithAvatar BridgeSceneArthurLeftArmScales BridgeSceneArthurProperty BridgeSceneGalahadLeftArmMovesWithAvatar BridgeSceneGalahadLeftArmScales BridgeSceneGalahadProperty BridgeSceneGuardLeftArmMovesWithAvatar BridgeSceneGuardLeftArmScales BridgeSceneGuardProperty BridgeSceneInstantiatesAvatar BridgeSceneLancelotLeftArmMovesWithAvatar BridgeSceneLancelotLeftArmScales BridgeSceneLancelotProperty BridgeSceneRobinLeftArmMovesWithAvatar BridgeSceneRobinLeftArmScales BridgeSceneRobinProperty DetachedRotatingLineFortyFiveDegree DetachedRotatingLineMinusFortyFiveDegree LeftLineMovesWithAngle LineAngleEditableProperty LineAngleProperty LineMoveDefined LineRadiusEditableProperty LineRadiusProperty LineRotateDefined LineXEditableProperty LineXProperty LineYEditableProperty LineYProperty MovingRotatingLineFortyFiveDegree MovingRotatingLineMinusFortyFiveDegree RightLineMovesWithAngle RotatingLine180Degree RotatingLineFortyFiveDegree RotatingLineNinetyDegree RotatingLineZeroDegree TaggedAngle TaggedAvatar TaggedBridgeScene TaggedRotatingLine , ,
